,C10,SVEC,RAW
700,0.25658602,0.44245598,0.30095807
701,0.33859676,0.41240844,0.24899477
702,0.3687732,0.42645124,0.20477553
703,0.32455605,0.3110908,0.3643532
704,0.32810563,0.48641658,0.18547776
705,0.28911775,0.34375405,0.3671282
706,0.32240972,0.26890588,0.40868446
707,0.30547205,0.43561524,0.2589127
708,0.4614569,0.24903125,0.2895119
709,0.31823447,0.2518265,0.42993906
710,0.4753011,0.3000274,0.2246715
711,0.39197442,0.4051962,0.20282935
712,0.37388486,0.41603488,0.2100802
713,0.36868212,0.20692293,0.42439502
714,0.35690537,0.41619772,0.2268969
715,0.3131765,0.3747393,0.31208417
716,0.35015443,0.25529116,0.39455438
717,0.28012043,0.50254416,0.21733537
718,0.38130412,0.37151,0.24718589
719,0.34902003,0.3227722,0.32820776
720,0.33693916,0.4687817,0.19427915
721,0.3873666,0.2667053,0.3459281
722,0.34113425,0.44851854,0.21034718
723,0.29621294,0.32366288,0.38012412
724,0.32685784,0.3687228,0.3044194
725,0.3913661,0.3510026,0.25763133
726,0.3508454,0.21503584,0.43411872
727,0.2675119,0.39818272,0.3343054
728,0.39726076,0.3349677,0.26777157
729,0.3467149,0.37856165,0.27472344
730,0.38641304,0.44577327,0.16781373
731,0.46513766,0.35788676,0.17697553
732,0.36936438,0.39945173,0.23118389
733,0.29612425,0.24259855,0.46127725
734,0.34397158,0.38661653,0.26941186
735,0.3391447,0.47874957,0.1821058
736,0.27523303,0.3318035,0.3929635
737,0.3570431,0.3739205,0.2690364
738,0.4127574,0.3853616,0.20188099
739,0.38226953,0.25441197,0.36331856
740,0.42796895,0.24210763,0.32992342
741,0.29697517,0.48315948,0.21986538
742,0.22268681,0.25445947,0.5228537
743,0.2822536,0.33209816,0.38564822
744,0.22728595,0.26440176,0.5083123
745,0.24386059,0.3635689,0.3925705
746,0.38363817,0.38077408,0.23558772
747,0.22053736,0.41978317,0.3596794
748,0.26140535,0.43522847,0.30336618
749,0.26553962,0.34143266,0.39302775
750,0.29017526,0.4201866,0.28963816
751,0.28100228,0.40835103,0.3106467
752,0.35304484,0.33386984,0.31308535
753,0.26273954,0.31606793,0.42119247
754,0.44442853,0.32780227,0.22776924
755,0.24944624,0.35782045,0.39273325
756,0.19871324,0.36662805,0.43465877
757,0.3195341,0.25574082,0.42472506
758,0.23763905,0.3476439,0.41471705
759,0.14959498,0.26752174,0.5828833
760,0.36322105,0.350114,0.286665
761,0.3401583,0.3493418,0.3104999
762,0.42787844,0.29631358,0.27580792
763,0.18461064,0.22498946,0.5903999
764,0.3938935,0.40686533,0.19924109
765,0.3160506,0.5121565,0.17179291
766,0.4728278,0.31889445,0.20827785
767,0.38109696,0.4192466,0.19965641
768,0.26393124,0.33933616,0.39673254
769,0.21016173,0.29995346,0.48988485
770,0.4798123,0.2728611,0.24732664
771,0.2761034,0.32937202,0.3945246
772,0.23072608,0.4407433,0.3285306
773,0.3045249,0.3933456,0.30212945
774,0.36316136,0.38152054,0.2553181
775,0.33623382,0.2374016,0.42636457
776,0.40734294,0.21838334,0.3742737
777,0.34020805,0.42170572,0.23808622
778,0.3605084,0.18459105,0.4549005
779,0.29165617,0.484044,0.22429992
780,0.21498823,0.5263091,0.25870264
781,0.3817994,0.32960555,0.28859505
782,0.2207351,0.20485331,0.5744116
783,0.22890879,0.40910646,0.36198473
784,0.3118643,0.36859483,0.31954086
785,0.23620561,0.42098835,0.342806
786,0.24862869,0.4733143,0.27805704
787,0.260611,0.26725832,0.47213072
788,0.41683874,0.4470003,0.1361609
789,0.34751272,0.38137254,0.27111477
790,0.34821537,0.1884378,0.46334678
791,0.3062104,0.21428145,0.47950816
792,0.3392767,0.44102138,0.21970186
793,0.3625875,0.44549754,0.1919149
794,0.267328,0.44574717,0.2869248
795,0.30039623,0.28118125,0.4184225
796,0.34433272,0.24879718,0.40687016
797,0.42283857,0.3823773,0.1947842
798,0.2939449,0.5268394,0.17921571
799,0.28181928,0.33386135,0.3843193
800,0.40138483,0.39335513,0.20526005
801,0.47448048,0.32141894,0.20410052
802,0.28282785,0.35218933,0.3649828
803,0.3653321,0.4462601,0.18840773
804,0.28805307,0.42735586,0.28459114
805,0.30429572,0.36789557,0.32780868
806,0.38909063,0.4239884,0.18692097
807,0.39260098,0.34993783,0.25746116
808,0.25199845,0.30352387,0.4444776
809,0.22162956,0.3675567,0.41081378
810,0.42546853,0.41638643,0.15814507
811,0.3305074,0.45083928,0.21865328
812,0.21835354,0.34548414,0.43616238
813,0.3474208,0.41767475,0.23490448
814,0.23292124,0.17802872,0.58905005
815,0.29293567,0.3031231,0.40394118
816,0.34570995,0.21999766,0.4342924
817,0.235385,0.24009097,0.524524
818,0.38126042,0.2193443,0.3993953
819,0.4397934,0.37789,0.18231657
820,0.35633218,0.30185786,0.3418099
821,0.32975242,0.44942686,0.22082075
822,0.3837369,0.42811835,0.18814476
823,0.37945673,0.36841437,0.25212893
824,0.18828586,0.38044494,0.43126923
825,0.3006817,0.37581876,0.32349953
826,0.26058662,0.54848814,0.19092526
827,0.28706855,0.16915974,0.54377174
828,0.33487037,0.4749042,0.19022541
829,0.33659375,0.3957011,0.26770517
830,0.27387732,0.42494828,0.30117437
831,0.34239176,0.2358458,0.4217625
832,0.37595952,0.1728255,0.45121503
833,0.24360804,0.34496483,0.4114271
834,0.2869842,0.20662789,0.5063878
835,0.35199246,0.34740525,0.3006023
836,0.27197957,0.40967587,0.31834453
837,0.28642032,0.27977535,0.43380433
838,0.2764077,0.42192936,0.30166292
839,0.34528717,0.17934798,0.47536483
840,0.29442066,0.1715787,0.53400064
841,0.31787893,0.27003115,0.4120899
842,0.23700377,0.34324664,0.4197496
843,0.4574424,0.327917,0.21464054
844,0.3730106,0.46951634,0.15747304
845,0.27919137,0.25697985,0.4638288
846,0.20540503,0.2996393,0.4949557
847,0.42816168,0.3541498,0.21768852
848,0.376877,0.4840139,0.1391091
849,0.37153986,0.5453364,0.083123714
850,0.45075965,0.21960624,0.32963413
851,0.29913533,0.37471077,0.32615387
852,0.20646422,0.22111183,0.57242393
853,0.38430572,0.4724545,0.14323981
854,0.39102548,0.43777588,0.17119864
855,0.40459654,0.41461998,0.1807834
856,0.42265275,0.46294102,0.11440623
857,0.34912127,0.2669236,0.38395518
858,0.29506978,0.4171974,0.28773287
859,0.34081528,0.2700813,0.38910338
860,0.19083622,0.3891881,0.41997567
861,0.29143333,0.34275395,0.36581266
862,0.45780218,0.33403718,0.20816067
863,0.32190314,0.34049618,0.33760068
864,0.2575801,0.1574767,0.5849432
865,0.3010321,0.34489685,0.35407105
866,0.22399552,0.3692062,0.40679833
867,0.3197391,0.37369514,0.30656582
868,0.38481513,0.38445374,0.2307311
869,0.44208378,0.39619166,0.16172452
870,0.44005144,0.3839679,0.17598063
871,0.21632496,0.44687182,0.3368032
872,0.4236982,0.35727757,0.21902424
873,0.30482593,0.44645208,0.248722
874,0.22948763,0.20909862,0.56141376
875,0.28665134,0.33565238,0.37769628
876,0.27002606,0.282394,0.44757995
877,0.28411615,0.31998682,0.3958971
878,0.36373913,0.4315331,0.20472772
879,0.29005498,0.47859833,0.2313467
880,0.416839,0.41461736,0.16854364
881,0.39412913,0.44050616,0.16536477
882,0.35213122,0.4446567,0.20321207
883,0.37855956,0.44380066,0.17763974
884,0.32434407,0.28801486,0.38764104
885,0.29945084,0.5261761,0.174373
886,0.3747866,0.28521064,0.3400028
887,0.39255425,0.49022105,0.11722463
888,0.45025823,0.29991975,0.24982196
889,0.39220086,0.20558985,0.40220928
890,0.43633345,0.38238874,0.18127784
891,0.37421137,0.24225993,0.38352862
892,0.32061812,0.3633857,0.3159962
893,0.32075527,0.50204384,0.17720088
894,0.40712374,0.2125036,0.3803727
895,0.47825283,0.2927857,0.22896147
896,0.31945345,0.26347,0.41707656
897,0.28966737,0.33922195,0.37111068
898,0.4083192,0.38682613,0.20485462
899,0.37822518,0.37704822,0.24472658
900,0.36705905,0.3314551,0.30148587
901,0.2646359,0.44189864,0.29346544
902,0.21092422,0.2567988,0.532277
903,0.28759244,0.33867112,0.3737364
904,0.27188924,0.4924102,0.23570055
905,0.21388467,0.40560773,0.38050762
906,0.3825166,0.3870137,0.23046973
907,0.37505257,0.23621033,0.38873714
908,0.31985897,0.34700468,0.33313632
909,0.29993004,0.3985901,0.3014799
910,0.3099321,0.35969356,0.3303743
911,0.3702586,0.24891818,0.38082322
912,0.29229572,0.36467436,0.34302992
913,0.20949072,0.23761314,0.5528962
914,0.30273306,0.28855106,0.40871584
915,0.24819311,0.4103989,0.34140795
916,0.333089,0.2884194,0.37849155
917,0.39342552,0.26469165,0.34188282
918,0.21207616,0.34356067,0.4443632
919,0.34902123,0.43947214,0.21150665
920,0.38392732,0.22353433,0.39253837
921,0.43307334,0.41620284,0.15072386
922,0.3609604,0.4285114,0.21052825
923,0.26980016,0.27782816,0.45237175
924,0.43414226,0.277241,0.28861675
925,0.29398367,0.3620928,0.34392348
926,0.34945214,0.4457416,0.20480625
927,0.3969909,0.34563684,0.25737232
928,0.40278944,0.40995502,0.18725547
929,0.36634263,0.2887199,0.34493753
930,0.3336293,0.344011,0.3223597
931,0.32209978,0.5424893,0.13541092
932,0.41175598,0.23985493,0.34838915
933,0.38473016,0.31737605,0.29789376
934,0.39834726,0.2772121,0.3244406
935,0.37919205,0.32795268,0.29285526
936,0.36593214,0.3735001,0.26056772
937,0.3651757,0.29224592,0.34257838
938,0.4333384,0.40964928,0.15701237
939,0.35284293,0.36072242,0.28643462
940,0.30101192,0.4942827,0.20470537
941,0.33545655,0.33758804,0.3269554
942,0.36413765,0.3325565,0.30330586
943,0.27109116,0.42873335,0.30017543
944,0.3459932,0.4077475,0.2462593
945,0.41601145,0.23779161,0.34619695
946,0.4844258,0.27496874,0.24060546
947,0.47892523,0.25633872,0.2647361
948,0.41217053,0.43371928,0.1541102
949,0.28421536,0.3291097,0.38667494
950,0.39526054,0.2650734,0.33966604
951,0.3307582,0.1960308,0.4732109
952,0.3275166,0.4842654,0.18821807
953,0.26055843,0.4517362,0.2877054
954,0.31150517,0.3471848,0.34131
955,0.3654847,0.22160675,0.41290852
956,0.18033752,0.42461675,0.3950457
957,0.44831702,0.19312677,0.35855618
958,0.36865708,0.27676985,0.3545731
959,0.26709953,0.3229639,0.4099366
960,0.39046252,0.25252768,0.35700986
961,0.377915,0.35017365,0.27191132
962,0.40692028,0.35287067,0.24020901
963,0.34624955,0.41769746,0.23605302
964,0.31233084,0.11763107,0.57003814
965,0.19029854,0.48619556,0.323506
966,0.36030537,0.43364018,0.20605442
967,0.18454619,0.40936637,0.40608752
968,0.40468657,0.4229816,0.17233191
969,0.35541883,0.49067837,0.15390275
970,0.30244926,0.4123989,0.28515178
971,0.3225011,0.21546233,0.46203655
972,0.2900946,0.23595649,0.4739489
973,0.310412,0.29964674,0.38994133
974,0.36706942,0.355137,0.27779353
975,0.3588095,0.35314766,0.28804287
976,0.3823278,0.37346998,0.24420226
977,0.49829394,0.2869367,0.21476938
978,0.248557,0.30103174,0.45041132
979,0.23164347,0.36999333,0.3983632
980,0.3410067,0.32637978,0.3326136
981,0.247949,0.3057058,0.44634524
982,0.18591103,0.3684249,0.4456641
983,0.4376319,0.38264734,0.17972071
984,0.37936074,0.2174564,0.40318286
985,0.34683982,0.28742883,0.3657314
986,0.47674063,0.3609994,0.16226003
987,0.18301977,0.33947656,0.47750375
988,0.4494875,0.3676847,0.1828278
989,0.37662768,0.42470977,0.19866255
990,0.3581965,0.2866864,0.35511708
991,0.38574123,0.4379808,0.17627798
992,0.3731507,0.23349851,0.39335072
993,0.3774655,0.2645927,0.3579418
994,0.273171,0.44076163,0.28606734
995,0.2968458,0.3066729,0.3964813
996,0.21143584,0.3210642,0.46749997
997,0.16867177,0.29858038,0.53274786
998,0.33401263,0.5268421,0.13914527
999,0.25885776,0.26211846,0.47902372
